style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Price Momentum,Valuation,Valuation,Volatility,Volatility,MP
factor_weight,,,,,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,1.0
factor,,,,,6MChgTgtPrcGapEMA,EPSEstDispFY1C,EPSNumRevFY1C,Rev3MFY1C,Rev3MFY2C,RevMagFY1C,AdjIntCov,IntCovRatio,ShareChg,AdjAccruals,AssetTurn,CapExToSales,DepToCapex,ETO,InvToAsset,InvToAstChg1Y,SalesToEPSChg,SalesToInvCap,UnexpectedRecChg,3YAvgAnnSalesGrw,DIVIDENDGROWTH,DivperShareGrowth,50DVolSig,STO,STO_6M,InvPEGYC,OCFEV,90DCV,Beta60M,AGG
240,2026-05-31,600028 CH Equity,CNE0000018G1,14075602W,0.014285714285714285,,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,,,,,,,,,,,,,0.05,,-0.022727272727272728,,,-0.005291005291005291,0.002564102564102564,0.00029309886785081605
241,2026-05-31,600029 CH Equity,CNE000001FG0,20580902W,,0.003968253968253968,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,-0.006944444444444444,0.008771929824561403,,,,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,-0.0003458459816384628
242,2026-05-31,600030 CH Equity,CNE000001DB6,25712001W,-0.007633587786259542,,,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,0.008771929824561403,0.006756756756756757,,,,,-0.02631578947368421,,0.004366812227074236,0.010101010101010102,,,,,-0.00980392156862745,,,,,0.002564102564102564,0.0007401193541150597
243,2026-05-31,600031 CH Equity,CNE000001F70,26012701W,,0.003968253968253968,,,,,,,-0.006944444444444444,0.008771929824561403,,0.01020408163265306,,,,0.012987012987012988,,,0.010101010101010102,,0.018867924528301886,,,0.003278688524590164,,0.015384615384615385,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.002569389985909052
244,2026-05-31,600036 CH Equity,CNE000001B33,25402301W,,,,,,,,,,,,,-0.02564102564102564,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-0.0003192347728642926
245,2026-05-31,600038 CH Equity,CNE0000015V6,25999401W,,,,,,,,,,-0.017543859649122806,,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,-0.02040816326530612,,,,,0.003278688524590164,,,-0.013333333333333334,-0.005291005291005291,0.002564102564102564,-0.0008982234003055426
246,2026-05-31,600039 CH Equity,CNE000001DQ4,27075201W,,-0.011235955056179775,,,-0.010752688172043012,,,,-0.006944444444444444,,,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,,-0.02040816326530612,,-0.018867924528301886,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,-0.0013432725929618773
247,2026-05-31,600050 CH Equity,CNE000001CS2,25736201W,,0.003968253968253968,,,,,,,0.013157894736842105,0.008771929824561403,,-0.02040816326530612,,,,0.012987012987012988,0.0625,,-0.02040816326530612,,,,-0.1,,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,-0.0020314956798004723
248,2026-05-31,600060 CH Equity,CNE000000PF3,24379501W,-0.007633587786259542,0.003968253968253968,,0.010752688172043012,,0.009900990099009901,,,,0.008771929824561403,0.006756756756756757,,0.0125,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.001954516149677137
249,2026-05-31,600061 CH Equity,CNE000000Q11,27244501W,0.014285714285714285,,,0.010752688172043012,,0.009900990099009901,,,,0.008771929824561403,,0.01020408163265306,0.0125,0.007633587786259542,,-0.02631578947368421,,0.004366812227074236,,,,,,,,,,,0.002564102564102564,0.0019094166452621713
250,2026-05-31,600066 CH Equity,CNE000000PY4,26027901W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,-0.018867924528301886,,,0.003278688524590164,,0.015384615384615385,0.006622516556291391,,-0.01,0.0027143381630097474
251,2026-05-31,600085 CH Equity,CNE000000R69,25130201W,,,-0.012195121951219513,,,,,,,0.008771929824561403,,0.01020408163265306,0.0125,,,,,,,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.000797565849694037
252,2026-05-31,600089 CH Equity,CNE000000RB8,27104701W,0.014285714285714285,-0.011235955056179775,-0.012195121951219513,,,,,,,,,-0.02040816326530612,,0.007633587786259542,,,,,,,,,,,,0.015384615384615385,,,0.002564102564102564,2.8136289185125285e-05
253,2026-05-31,600096 CH Equity,CNE000000S01,27087001W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,,,,,,,,,,,,,,,,,,,0.002564102564102564,-0.0014632549943033976
254,2026-05-31,600104 CH Equity,CNE000000TY6,24380401W,-0.007633587786259542,0.003968253968253968,,,,,,,,0.008771929824561403,,,0.0125,0.007633587786259542,,,-0.06666666666666667,0.004366812227074236,,,-0.018867924528301886,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,-0.001441133272803693
255,2026-05-31,600109 CH Equity,CNE000000SV4,27202001W,-0.007633587786259542,,,,0.010638297872340425,,,,,0.008771929824561403,0.006756756756756757,,0.0125,,,,,0.004366812227074236,0.010101010101010102,,,,,,,0.015384615384615385,,-0.005291005291005291,0.002564102564102564,0.0016806666221435523
256,2026-05-31,600111 CH Equity,CNE000000T18,27104401W,-0.007633587786259542,-0.011235955056179775,0.012345679012345678,,,,0.015384615384615385,0.01639344262295082,,,,,,,,,,,,,,,,,,,,-0.005291005291005291,0.002564102564102564,0.0008892350607488065
257,2026-05-31,600115 CH Equity,CNE000000TR0,06433602W,0.014285714285714285,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,0.013157894736842105,0.008771929824561403,,-0.02040816326530612,,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,-0.022727272727272728,,0.006622516556291391,,0.002564102564102564,-0.0006246173353023851
258,2026-05-31,600118 CH Equity,CNE000000SM3,27193701W,,,,,,,,,0.013157894736842105,0.008771929824561403,,0.01020408163265306,,,,,,0.004366812227074236,0.010101010101010102,,-0.018867924528301886,,,-0.00980392156862745,,,-0.013333333333333334,0.01020408163265306,0.002564102564102564,0.00020139496196819724
259,2026-05-31,600126 CH Equity,CNE000000V97,25132201W,,-0.011235955056179775,,,,,,,0.013157894736842105,,,,,,,,,,,,,,,-0.00980392156862745,,,,-0.005291005291005291,0.002564102564102564,-0.0004187717007914175
260,2026-05-31,600141 CH Equity,CNE000000ZC9,27209501W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,-0.006944444444444444,,,,,,,,,,,,,,,,,,,,0.002564102564102564,-0.0017373777618350469
261,2026-05-31,600143 CH Equity,CNE000001JP3,27068101W,0.014285714285714285,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,,-0.009900990099009901,,,,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-0.0005543306900444433
262,2026-05-31,600150 CH Equity,CNE000000W05,27122801W,-0.007633587786259542,0.003968253968253968,,,,,,,-0.006944444444444444,0.008771929824561403,,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,-0.02040816326530612,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.0006621263546209122
263,2026-05-31,600153 CH Equity,CNE000000WL7,26023401W,,0.003968253968253968,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,-0.006944444444444444,0.008771929824561403,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,,,,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,-0.01,-0.00030195616118487895
264,2026-05-31,600157 CH Equity,CNE000000WD4,27201501W,,,,,,,,,0.013157894736842105,0.008771929824561403,,0.01020408163265306,0.0125,,,,0.0625,0.004366812227074236,0.010101010101010102,-0.1,,-0.02702702702702703,0.05,-0.00980392156862745,,,0.006622516556291391,0.01020408163265306,,0.0004671582998152818
265,2026-05-31,600160 CH Equity,CNE000000WQ6,27118001W,,0.003968253968253968,,,,,-0.015625,-0.016666666666666666,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-0.0013703710399148316
266,2026-05-31,600161 CH Equity,CNE000000WF9,25983201W,-0.007633587786259542,,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,-0.017543859649122806,,,,,,,,,-0.02040816326530612,,,,,0.003278688524590164,,,,,0.002564102564102564,-0.0027406014520813824
267,2026-05-31,600170 CH Equity,CNE000000WR4,25135201W,-0.007633587786259542,-0.011235955056179775,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,0.008771929824561403,,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,-0.02040816326530612,,,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,-0.01,-0.002414510325639825
268,2026-05-31,600176 CH Equity,CNE000000YM1,25990501W,-0.007633587786259542,0.003968253968253968,,,,0.009900990099009901,0.015384615384615385,,0.013157894736842105,,,,,,,,,,,,,,,-0.00980392156862745,,,,0.01020408163265306,0.002564102564102564,0.0014898325102894359
269,2026-05-31,600183 CH Equity,CNE000000XL5,25699301W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,-0.015625,-0.016666666666666666,0.013157894736842105,,0.006756756756756757,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,0.003278688524590164,-0.022727272727272728,0.015384615384615385,0.006622516556291391,,0.002564102564102564,0.0028824136619304544
270,2026-05-31,600188 CH Equity,CNE000000WV6,10889302W,-0.007633587786259542,,,,0.010638297872340425,0.009900990099009901,,,,,,,,,,,,,,,,,0.05,,,,,,0.002564102564102564,0.0025843339467878494
271,2026-05-31,600196 CH Equity,CNE000000X38,26012201W,,,,,,,,,,,,,,,,,,,,,,,,0.003278688524590164,,,,,0.002564102564102564,0.00023063645712120611
272,2026-05-31,600219 CH Equity,CNE000001139,26013801W,0.014285714285714285,0.003968253968253968,,,0.010638297872340425,,,-0.016666666666666666,0.013157894736842105,,,,,,,,,,,,,,,,,,,,0.002564102564102564,0.0011031944500613634
273,2026-05-31,600221 CH Equity,CNE0000011C5,22065502W,,,,,,,,,,0.008771929824561403,,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,-0.01,0.0005616553806064171
274,2026-05-31,600233 CH Equity,CNE0000012J8,27215901W,-0.007633587786259542,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,0.013157894736842105,0.008771929824561403,0.006756756756756757,-0.02040816326530612,,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,0.017241379310344827,-0.015873015873015872,0.006622516556291391,,-0.01,0.00232538276898422
275,2026-05-31,600256 CH Equity,CNE0000012G4,25133801W,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,-0.01,0.0015789471409823
276,2026-05-31,600276 CH Equity,CNE0000014W7,27108501W,,,,,,,,,,,,,-0.02564102564102564,,,,,,0.010101010101010102,,,,,,,,,,0.002564102564102564,-0.00028728599606509317
277,2026-05-31,600282 CH Equity,CNE0000014Q9,26008401W,-0.007633587786259542,0.003968253968253968,,,,,,,,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-0.00012290319362481057
278,2026-05-31,600298 CH Equity,CNE0000014G0,27220501W,0.014285714285714285,,,,,,0.015384615384615385,0.01639344262295082,0.013157894736842105,,,-0.02040816326530612,,0.007633587786259542,-0.058823529411764705,0.012987012987012988,,0.004366812227074236,,,,,,0.003278688524590164,,,,,,0.0011110113648997357
279,2026-05-31,600309 CH Equity,CNE0000016J9,26026701W,0.014285714285714285,0.003968253968253968,,,,,,,,,,,,,,,,,,,,,,0.003278688524590164,,-0.015873015873015872,,-0.005291005291005291,-0.01,-0.0003801853815046288
280,2026-05-31,600332 CH Equity,CNE000001733,22497602W,0.014285714285714285,,-0.012195121951219513,,,,,,,-0.017543859649122806,,0.01020408163265306,,,,,,,-0.02040816326530612,,,,,0.003278688524590164,,,,,0.002564102564102564,-0.0003805390049559041
281,2026-05-31,600346 CH Equity,CNE0000018V0,27231201W,,0.003968253968253968,,,,,,,,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.0003175287489259661
282,2026-05-31,600348 CH Equity,CNE000001FP1,26016901W,-0.007633587786259542,,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,,,,,,,,,,-0.1,,,-0.1,,,,,,0.002564102564102564,-0.00933457174745514
283,2026-05-31,600352 CH Equity,CNE000001FJ4,26027601W,,0.003968253968253968,,,0.010638297872340425,,,,,,,,,,,,,,,,,,,0.003278688524590164,,,,0.01020408163265306,0.002564102564102564,0.0012100034268348017
284,2026-05-31,600362 CH Equity,CNE0000019P0,20302402W,0.014285714285714285,0.003968253968253968,-0.012195121951219513,,,,,0.01639344262295082,,,,,,,,,,,,,,,,0.003278688524590164,,-0.015873015873015872,,0.01020408163265306,0.002564102564102564,0.000893137204533815
285,2026-05-31,600369 CH Equity,CNE0000016P6,27217701W,0.014285714285714285,,,,,,,,,0.008771929824561403,0.006756756756756757,,,,,,,,-0.02040816326530612,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,0.0004637037385859465
286,2026-05-31,600372 CH Equity,CNE0000018C0,27223101W,,-0.011235955056179775,,,,,,,,-0.017543859649122806,-0.0136986301369863,,,-0.022727272727272728,,-0.02631578947368421,,-0.013157894736842105,,,,,,0.003278688524590164,,,-0.013333333333333334,,0.002564102564102564,-0.003075290911942676
287,2026-05-31,600390 CH Equity,CNE0000016N1,27221901W,,,,,,,,,,-0.017543859649122806,0.006756756756756757,,0.0125,-0.022727272727272728,,-0.02631578947368421,,0.004366812227074236,0.010101010101010102,,,,,,,,,-0.005291005291005291,0.002564102564102564,-0.00092919980576355
288,2026-05-31,600392 CH Equity,CNE000001DZ5,27073301W,-0.007633587786259542,-0.011235955056179775,,,,,,,,,,,,,,,,,,,,,,-0.00980392156862745,,,,,0.002564102564102564,-0.0010306325560284122
289,2026-05-31,600398 CH Equity,CNE0000016H3,25988901W,-0.007633587786259542,0.003968253968253968,-0.012195121951219513,,-0.010752688172043012,,,,,0.008771929824561403,,,0.0125,,0.058823529411764705,,,,,,-0.018867924528301886,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.0004902783752444327
290,2026-05-31,600406 CH Equity,CNE000001G38,27051001W,-0.007633587786259542,0.003968253968253968,,,,,,,-0.006944444444444444,,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,-0.022727272727272728,-0.015873015873015872,0.006622516556291391,,0.002564102564102564,-0.0004738941782272893
291,2026-05-31,600415 CH Equity,CNE000001BC8,27071401W,-0.007633587786259542,0.003968253968253968,,,,,,,,0.008771929824561403,,,-0.02564102564102564,-0.022727272727272728,,,,-0.013157894736842105,,,0.018867924528301886,,,,,,0.006622516556291391,,0.002564102564102564,-0.000356125323612113
292,2026-05-31,600418 CH Equity,CNE0000018M9,26003201W,0.014285714285714285,0.003968253968253968,,0.010752688172043012,0.010638297872340425,0.009900990099009901,,-0.016666666666666666,,0.008771929824561403,0.006756756756756757,,,0.007633587786259542,,,-0.06666666666666667,0.004366812227074236,,,,,,,0.017241379310344827,,-0.013333333333333334,,0.002564102564102564,0.0005749056255192329
293,2026-05-31,600426 CH Equity,CNE000001BM7,27073701W,0.014285714285714285,0.003968253968253968,0.012345679012345678,,,,,,,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,0.0012296616543476615
294,2026-05-31,600436 CH Equity,CNE000001F21,27072001W,-0.007633587786259542,,,,,,,,,-0.017543859649122806,,0.01020408163265306,-0.02564102564102564,,,,,,,,,,,0.003278688524590164,,,-0.013333333333333334,,-0.01,-0.001917476840108556
295,2026-05-31,600438 CH Equity,CNE000001GS3,27037701W,,0.003968253968253968,,-0.010752688172043012,,-0.009900990099009901,-0.015625,0.01639344262295082,,,,,,,,,,0.004366812227074236,,,-0.018867924528301886,-0.02702702702702703,,0.003278688524590164,,,-0.013333333333333334,-0.005291005291005291,-0.01,-0.003331260072687163
296,2026-05-31,600460 CH Equity,CNE000001DN1,27069001W,,-0.011235955056179775,0.012345679012345678,,,,,,0.013157894736842105,,,,,,,,,0.004366812227074236,,,,0.013513513513513514,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.0014889899393804142
297,2026-05-31,600482 CH Equity,CNE000001KB1,27075401W,,-0.011235955056179775,,,,,,,,0.008771929824561403,,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,0.010101010101010102,,0.018867924528301886,,,,0.017241379310344827,,0.006622516556291391,0.01020408163265306,0.002564102564102564,0.003098876309600758
298,2026-05-31,600486 CH Equity,CNE000001B66,27072201W,,0.003968253968253968,-0.012195121951219513,,,,-0.015625,-0.016666666666666666,0.013157894736842105,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.0015541954345162767
299,2026-05-31,600487 CH Equity,CNE000001FQ9,26003401W,,-0.011235955056179775,,0.010752688172043012,0.010638297872340425,0.009900990099009901,0.015384615384615385,0.01639344262295082,,,0.006756756756756757,,,,,,,0.004366812227074236,,,,0.013513513513513514,,-0.00980392156862745,-0.022727272727272728,,,0.01020408163265306,-0.01,0.001581529154844831
300,2026-05-31,600489 CH Equity,CNE000001FM8,27069701W,-0.007633587786259542,0.003968253968253968,,,,,0.015384615384615385,-0.016666666666666666,,,,,,,,,,,,,,,,0.003278688524590164,,,,,0.002564102564102564,3.534496814437595e-05
301,2026-05-31,600497 CH Equity,CNE000001HC5,27036201W,0.014285714285714285,0.003968253968253968,0.012345679012345678,,,,-0.015625,-0.016666666666666666,0.013157894736842105,,,,,,,,,,,,,,,,,,,,0.002564102564102564,0.0005538148373546123
302,2026-05-31,600498 CH Equity,CNE0000018P2,25131601W,,0.003968253968253968,,,,,,,-0.006944444444444444,,,,,,,,,0.004366812227074236,,,,,,-0.00980392156862745,0.017241379310344827,,0.006622516556291391,0.01020408163265306,-0.01,0.0005547439250312766
303,2026-05-31,600518 CH Equity,CNE0000017M1,27230101W,,,,,,,,,,0.008771929824561403,,0.01020408163265306,0.0125,,,,,,0.010101010101010102,,,,,0.003278688524590164,,,-0.013333333333333334,,0.002564102564102564,0.0007437467315867842
304,2026-05-31,600519 CH Equity,CNE0000018R8,25132101W,-0.007633587786259542,,,,,,,,0.013157894736842105,,,0.01020408163265306,,,,,,,,,,,,0.003278688524590164,,-0.015873015873015872,,,,-2.3977561292027184e-05
305,2026-05-31,600521 CH Equity,CNE000001DL5,27042301W,,,,,0.010638297872340425,,,,,0.008771929824561403,,-0.02040816326530612,,,,,,,-0.02040816326530612,,,,,-0.00980392156862745,,,,,-0.01,-0.0011629111471021078
306,2026-05-31,600522 CH Equity,CNE000001CW4,27076201W,-0.007633587786259542,-0.011235955056179775,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,-0.02631578947368421,,0.004366812227074236,,,,,,-0.00980392156862745,,0.015384615384615385,,0.01020408163265306,-0.01,0.0012721711213179048
307,2026-05-31,600535 CH Equity,CNE000001C81,26021901W,-0.007633587786259542,,,,0.010638297872340425,,,,,0.008771929824561403,,0.01020408163265306,0.0125,,,,,,,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.0013975591331617028
308,2026-05-31,600536 CH Equity,CNE000001BB0,25996501W,,-0.011235955056179775,,,,,,,-0.006944444444444444,,,,,,,,,0.004366812227074236,,,,,,0.003278688524590164,,,,,0.002564102564102564,-0.0003778404353614439
309,2026-05-31,600547 CH Equity,CNE000001FR7,27034601W,,0.003968253968253968,,,,,,,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,-0.015873015873015872,,,0.002564102564102564,-0.0005134110547504136
310,2026-05-31,600549 CH Equity,CNE000001D15,27072601W,-0.007633587786259542,-0.011235955056179775,,,,,,0.01639344262295082,,,,,,,,,,,,,,,,-0.00980392156862745,,,,0.01020408163265306,0.002564102564102564,1.9269565986416244e-05
311,2026-05-31,600563 CH Equity,CNE000001D72,25712701W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,,-0.015625,-0.016666666666666666,,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,,,,0.006622516556291391,-0.005291005291005291,-0.01,-0.0025123997162421656
312,2026-05-31,600570 CH Equity,CNE000001GD5,27039501W,,0.003968253968253968,,,,,,,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,-0.015873015873015872,,-0.005291005291005291,0.002564102564102564,-0.0007222664966792892
313,2026-05-31,600580 CH Equity,CNE000001BJ3,27070201W,-0.007633587786259542,0.003968253968253968,0.012345679012345678,,,,,,-0.006944444444444444,,0.006756756756756757,,,0.007633587786259542,,,,0.004366812227074236,,,,,,,,,,,0.002564102564102564,0.0006386660703635171
314,2026-05-31,600583 CH Equity,CNE0000019T2,25403401W,,,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,,,,,,,,,,,,0.013513513513513514,0.05,,,,,,0.002564102564102564,0.0008872154386475169
315,2026-05-31,600584 CH Equity,CNE000001F05,27071501W,,-0.011235955056179775,,0.010752688172043012,,,0.015384615384615385,,,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,,,-0.015873015873015872,0.006622516556291391,,0.002564102564102564,0.000602363709157128
316,2026-05-31,600585 CH Equity,CNE0000019V8,21683902W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,0.013157894736842105,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.001519249378093326
317,2026-05-31,600588 CH Equity,CNE0000017Y6,25900001W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,,-0.009900990099009901,,,,,,,,,,,,0.004366812227074236,,,,,,0.003278688524590164,,,,,0.002564102564102564,-0.0008002145884705156
318,2026-05-31,600600 CH Equity,CNE0000009Y3,20924401W,-0.007633587786259542,,-0.012195121951219513,,,,,,,,,,,,,0.012987012987012988,,,,,,,,0.003278688524590164,,,0.006622516556291391,,,-6.71996623871262e-05
319,2026-05-31,600601 CH Equity,CNE0000001S2,24582801W,,,,,,,-0.015625,-0.016666666666666666,-0.006944444444444444,,,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,,,,,-0.005291005291005291,0.002564102564102564,-0.000269049689884802
320,2026-05-31,600637 CH Equity,CNE0000004Z1,24383601W,,-0.011235955056179775,,,,,,,,0.008771929824561403,,-0.02040816326530612,,,0.058823529411764705,0.012987012987012988,,,,,,,-0.1,,,,,,0.002564102564102564,-0.002785319395906001
321,2026-05-31,600642 CH Equity,CNE0000005Q7,23732801W,,,,,,,-0.015625,,-0.006944444444444444,,,0.01020408163265306,0.0125,,,0.012987012987012988,,0.004366812227074236,,,,0.013513513513513514,,0.003278688524590164,,,,,,0.0007733990944213875
322,2026-05-31,600660 CH Equity,CNE000000230,25900501W,,0.003968253968253968,,,,,,,,,,,-0.02564102564102564,,,,,,,,0.018867924528301886,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,0.0002821830658604114
323,2026-05-31,600673 CH Equity,CNE000000BL1,24375201W,-0.007633587786259542,-0.011235955056179775,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,-0.006944444444444444,,,,,,,,,,,,,,,,,,,0.01020408163265306,0.002564102564102564,-0.001754690649873616
324,2026-05-31,600674 CH Equity,CNE000000BQ0,24386001W,-0.007633587786259542,,,,,,,,,-0.017543859649122806,,-0.02040816326530612,-0.02564102564102564,-0.022727272727272728,,-0.02631578947368421,,-0.013157894736842105,-0.02040816326530612,0.09090909090909091,,,,0.003278688524590164,,,-0.013333333333333334,,,-0.0007647591760533477
325,2026-05-31,600690 CH Equity,CNE000000CG9,21337801W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,,,,,,0.006756756756756757,,,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,-0.022727272727272728,,0.006622516556291391,,-0.01,-0.001605740788740861
326,2026-05-31,600699 CH Equity,CNE000000DJ1,24376401W,,0.003968253968253968,-0.012195121951219513,,,,,,,0.008771929824561403,0.006756756756756757,,,0.007633587786259542,0.058823529411764705,,-0.06666666666666667,0.004366812227074236,,,,,,-0.00980392156862745,,,0.006622516556291391,,0.002564102564102564,0.0001430370057502201
327,2026-05-31,600703 CH Equity,CNE000000KB3,27254101W,,0.003968253968253968,,0.010752688172043012,,0.009900990099009901,0.015384615384615385,,0.013157894736842105,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,,,,-0.00980392156862745,,,0.006622516556291391,,0.002564102564102564,0.0014028154963062892
328,2026-05-31,600704 CH Equity,CNE000000KF4,27248801W,,,,,,,,,,-0.017543859649122806,0.006756756756756757,,,0.007633587786259542,-0.058823529411764705,,-0.06666666666666667,0.004366812227074236,,,,,,0.003278688524590164,,,-0.013333333333333334,-0.005291005291005291,0.002564102564102564,-0.0036114585150107126
329,2026-05-31,600711 CH Equity,CNE000000KN8,27248201W,,,,,,,,,0.013157894736842105,,,,,,,,,,,,,,,-0.00980392156862745,,,,,0.002564102564102564,0.00023360821894147514
330,2026-05-31,600733 CH Equity,CNE000000LP1,32912201W,-0.007633587786259542,-0.011235955056179775,0.012345679012345678,-0.010752688172043012,,-0.009900990099009901,-0.015625,-0.016666666666666666,,0.008771929824561403,,,,0.007633587786259542,,,-0.06666666666666667,0.004366812227074236,,,-0.018867924528301886,,,0.003278688524590164,0.017241379310344827,,-0.013333333333333334,-0.005291005291005291,0.002564102564102564,-0.004063567767049631
331,2026-05-31,600737 CH Equity,CNE000000LH8,25133501W,,,,,0.010638297872340425,-0.009900990099009901,-0.015625,-0.016666666666666666,0.013157894736842105,0.008771929824561403,0.006756756756756757,0.01020408163265306,0.0125,0.007633587786259542,0.058823529411764705,-0.02631578947368421,,0.004366812227074236,,,,-0.02702702702702703,,,,,,,,0.0002754913095714785
