style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Valuation,Valuation,Valuation,Volatility,Volatility,Volatility,MP
factor_weight,,,,,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.9999998658895493
factor,,,,,6MChgTgtPrcGapEMA,EBITEstDisp,EPSEstDispFY1C,EPSEstDispFY2C,EPSNumRevFY1C,Rev3MFY1C,Rev3MFY2C,AdjIntCov,DebtChg1Y,FinLev,IntCovRatio,ShareChg,CapExToSales,DepToCapex,EPSToOCFChg,InvToAsset,InvToAst,InvToAstChg1Y,SalesToEPSChg,3YAvgAnnSalesGrw,DIVIDENDGROWTH,DivperShareGrowth,TTMOverheadtoSales,50DVolSig,Alpha12M6MPChg,Alpha36M6MPChg,Alpha60M,Chg1YTurnover,IO_TO,PM1M,STO,STO_6M,DivToCF,InvPEGYC,OCFEV,90DCV,Beta60M,YoYChgDA,AGG
219,2026-04-30,300866 CH Equity,CNE1000047B9,33949401W,,,0.0036363636363636364,,,,-0.01020408163265306,,,,,-0.007352941176470588,,,0.014492753623188406,,,,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,0.015151515151515152,,-0.005376344086021506,-0.00980392156862745,,-0.0004030604756925472
220,2026-04-30,300896 CH Equity,CNE100004868,34019201W,-0.007407407407407408,,,0.0136986301369863,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,,,,,,-0.025,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,,,0.002506265664160401,,-0.00045011777032200626
221,2026-04-30,300919 CH Equity,CNE1000049X9,34607201W,0.014285714285714285,,0.0036363636363636364,-0.0136986301369863,,-0.010638297872340425,-0.01020408163265306,,-0.024390243902439025,0.020833333333333332,,-0.007352941176470588,,,0.014492753623188406,,,,,,-0.01818181818181818,,,,,,,,,,0.003194888178913738,,,,,,0.002506265664160401,,-0.0006714918620783796
222,2026-04-30,301236 CH Equity,CNE1000058S0,18604101W,,,0.0036363636363636364,,,,-0.01020408163265306,,,,,,,,-0.014705882352941176,,,,,,,,,,,,,,,0.009009009009009009,0.003194888178913738,0.017543859649122806,,,-0.012987012987012988,-0.005376344086021506,0.002506265664160401,,-0.00019428773502448444
223,2026-04-30,301269 CH Equity,CNE100005GY1,35399801W,,,0.0036363636363636364,,-0.011494252873563218,,,,,,,-0.007352941176470588,,,-0.014705882352941176,,,,,,,,,,,,,,,,0.003194888178913738,0.017543859649122806,,,,,0.002506265664160401,,-0.00017557100999131067
224,2026-04-30,301308 CH Equity,CNE100005K10,35384701W,,,0.0036363636363636364,,,,,,,,,-0.007352941176470588,,,0.014492753623188406,,,,,,,,,,,,,,,-0.009345794392523364,-0.009615384615384616,,,,,,0.002506265664160401,,-0.0001494404341865292
225,2026-04-30,301358 CH Equity,CNE100005YS6,35566601W,,,0.0036363636363636364,0.0136986301369863,-0.011494252873563218,-0.010638297872340425,0.010101010101010102,,-0.024390243902439025,0.020833333333333332,,-0.007352941176470588,,,,,,-0.02564102564102564,,,-0.01818181818181818,,,,,,,,,-0.009345794392523364,,,,0.015151515151515152,-0.012987012987012988,,0.002506265664160401,-0.014492753623188406,-0.001805184563879876
226,2026-04-30,301550 CH Equity,CNE1000068M2,35831301W,,,,,,,,,,,,,,-0.025,,,,,,,0.01818181818181818,,,,,,,,,,-0.009615384615384616,,,,-0.012987012987012988,0.010416666666666666,,,-0.000500102900139196
227,2026-04-30,302132 CH Equity,CNE100006T10,29519401W,,,-0.014285714285714285,,,,,,,,,-0.007352941176470588,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,0.009615384615384616,,,,0.003194888178913738,,,,-0.012987012987012988,-0.005376344086021506,-0.00980392156862745,,0.00025677852987116077
228,2026-04-30,600000 CH Equity,CNE0000011B7,24382901W,0.014285714285714285,,,,,-0.010638297872340425,-0.01020408163265306,,,,,,-0.02040816326530612,-0.025,,,-0.017857142857142856,,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,0.007936507936507936,,,0.010416666666666666,0.002506265664160401,0.014084507042253521,-0.001335201613299353
229,2026-04-30,600008 CH Equity,CNE000001295,25982901W,,,,-0.0136986301369863,,,,,,0.020833333333333332,,,0.01,0.012345679012345678,,,-0.017857142857142856,0.01282051282051282,0.0625,-0.1,,,,-0.1,0.07142857142857142,,,,-0.14285714285714285,,,,0.007936507936507936,,-0.012987012987012988,,,,-0.0049877710233775276
230,2026-04-30,600009 CH Equity,CNE000000V89,24363201W,0.014285714285714285,,0.0036363636363636364,,,,,,,,,0.013333333333333334,,,,,,,,,,,,,,,,,,,0.003194888178913738,,,-0.015151515151515152,0.00641025641025641,-0.005376344086021506,-0.00980392156862745,,0.00027707299016838235
231,2026-04-30,600010 CH Equity,CNE0000017H1,25133401W,,,,,,,,,,0.020833333333333332,,,,,,,,,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,0.0010186850118646892
232,2026-04-30,600011 CH Equity,CNE000001998,03074702W,,,,0.0136986301369863,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,,,,,,,,,-0.017857142857142856,,-0.06666666666666667,,,,,,-0.14285714285714285,,,,0.125,0.009009009009009009,0.003194888178913738,,0.007936507936507936,,0.00641025641025641,,,,-0.002486007379438167
233,2026-04-30,600015 CH Equity,CNE000001FW7,26001001W,0.014285714285714285,,,,,0.010752688172043012,-0.01020408163265306,,,,,,-0.02040816326530612,-0.025,,,-0.017857142857142856,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,-0.00130549496294579
234,2026-04-30,600016 CH Equity,CNE0000015Y0,24948201W,,,,,,-0.010638297872340425,,,-0.024390243902439025,,,,,,,,-0.017857142857142856,0.01282051282051282,,,,,,,,,,,,,,,0.007936507936507936,-0.015151515151515152,,-0.005376344086021506,0.002506265664160401,,-0.001319743440068531
235,2026-04-30,600019 CH Equity,CNE0000015R4,24947901W,,,0.0036363636363636364,,,,-0.01020408163265306,-0.027777777777777776,,,,-0.007352941176470588,,,,,,,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,-0.0013859968795903207
236,2026-04-30,600021 CH Equity,CNE000001G53,26016301W,,,,,,,,,,0.020833333333333332,,-0.007352941176470588,,,,,-0.017857142857142856,0.01282051282051282,-0.06666666666666667,,,,,-0.1,0.07142857142857142,,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,,0.007936507936507936,,,,,,-0.0018381264948655095
237,2026-04-30,600023 CH Equity,CNE100001SP3,31693701W,-0.007407407407407408,,,,,,,,,,,,0.01,0.012345679012345678,,,-0.017857142857142856,0.01282051282051282,,,,,,,,,,,,,0.003194888178913738,,-0.023809523809523808,,0.00641025641025641,,,,-0.00011322992302640375
238,2026-04-30,600026 CH Equity,CNE000001BD6,21175902W,0.014285714285714285,-0.022727272727272728,,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,,,,,0.014492753623188406,,-0.017857142857142856,,,0.09090909090909091,,-0.02857142857142857,,,,0.009615384615384616,,0.07692307692307693,,,,0.017543859649122806,0.007936507936507936,,,0.010416666666666666,0.002506265664160401,,0.00550388576741432
239,2026-04-30,600027 CH Equity,CNE000001LJ2,23602502W,-0.007407407407407408,,,0.0136986301369863,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,-0.027777777777777776,,,0.01639344262295082,-0.007352941176470588,0.01,0.012345679012345678,,,-0.017857142857142856,-0.02564102564102564,,0.09090909090909091,,,,,,,0.009615384615384616,,,0.009009009009009009,,,,,0.00641025641025641,,,,0.0013160147044992503
240,2026-04-30,600028 CH Equity,CNE0000018G1,14075602W,0.014285714285714285,-0.022727272727272728,,,,-0.010638297872340425,,,,0.020833333333333332,,,,,,,-0.017857142857142856,,,,,,,0.09090909090909091,,-0.019230769230769232,,0.07692307692307693,,0.009009009009009009,,-0.020833333333333332,-0.023809523809523808,,,-0.005376344086021506,0.002506265664160401,,0.002473520884274454
241,2026-04-30,600029 CH Equity,CNE000001FG0,20580902W,,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,0.01282051282051282,,0.010101010101010102,,-0.024390243902439025,-0.021739130434782608,,,,,,,,,,,,,,,,,0.009615384615384616,,,,0.003194888178913738,,,,0.00641025641025641,,0.002506265664160401,,-0.00018087722576632151
242,2026-04-30,600030 CH Equity,CNE000001DB6,25712001W,-0.007407407407407408,,,,,0.010752688172043012,0.010101010101010102,,,,,,,0.012345679012345678,,,-0.017857142857142856,0.01282051282051282,,,,,,,,,,,,,,,,,,,0.002506265664160401,,0.0006121474312078248
243,2026-04-30,600031 CH Equity,CNE000001F70,26012701W,,,0.0036363636363636364,,,,,,0.023255813953488372,,,-0.007352941176470588,0.01,,,,,,,,0.01818181818181818,,,,,,,,,,0.003194888178913738,,,0.015151515151515152,0.00641025641025641,-0.005376344086021506,0.002506265664160401,0.014084507042253521,0.002202424519270692
244,2026-04-30,600036 CH Equity,CNE000001B33,25402301W,-0.007407407407407408,0.022222222222222223,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,0.003194888178913738,,,0.015151515151515152,,-0.005376344086021506,0.002506265664160401,0.014084507042253521,0.002922165751062318
245,2026-04-30,600038 CH Equity,CNE0000015V6,25999401W,,,,,,,,,,,,,0.01,,-0.014705882352941176,,,0.01282051282051282,,,,,,,,,,,,,0.003194888178913738,,,,-0.012987012987012988,-0.005376344086021506,0.002506265664160401,,-0.00011967295138188622
246,2026-04-30,600039 CH Equity,CNE000001DQ4,27075201W,,,-0.014285714285714285,-0.0136986301369863,,,-0.01020408163265306,,0.023255813953488372,,,,0.01,,0.014492753623188406,,,,,,-0.01818181818181818,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,-0.020833333333333332,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,0.014084507042253521,-0.000728683298088227
247,2026-04-30,600050 CH Equity,CNE000001CS2,25736201W,,,0.0036363636363636364,,-0.011494252873563218,,,,,,,0.013333333333333334,-0.02040816326530612,,,-0.058823529411764705,,-0.02564102564102564,,,,,,-0.1,-0.14285714285714285,-0.019230769230769232,-0.009708737864077669,,,,,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,-0.009675097286298619
248,2026-04-30,600060 CH Equity,CNE000000PF3,24379501W,,,0.0036363636363636364,-0.0136986301369863,,0.010752688172043012,,,,,,,,0.012345679012345678,,,,,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,1.885880258857488e-05
249,2026-04-30,600061 CH Equity,CNE000000Q11,27244501W,0.014285714285714285,,,0.0136986301369863,,,,,0.023255813953488372,,,,0.01,0.012345679012345678,,,-0.017857142857142856,,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,0.014084507042253521,0.001548519530128284
250,2026-04-30,600066 CH Equity,CNE000000PY4,26027901W,-0.007407407407407408,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,,,,-0.021739130434782608,,,0.01,,,,,0.01282051282051282,,,0.01818181818181818,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,0.015151515151515152,0.00641025641025641,-0.005376344086021506,-0.00980392156862745,,0.0007786109381721158
251,2026-04-30,600085 CH Equity,CNE000000R69,25130201W,,,,,,,,,,,,,0.01,0.012345679012345678,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,0.00641025641025641,,0.002506265664160401,-0.014492753623188406,0.0012685291425681743
252,2026-04-30,600089 CH Equity,CNE000000RB8,27104701W,,,0.0036363636363636364,,,,,,,,,-0.007352941176470588,-0.02040816326530612,,,,,,,,-0.01818181818181818,,,,,,,,,,-0.009615384615384616,,,,0.00641025641025641,,0.002506265664160401,,-0.0011317214673874367
253,2026-04-30,600096 CH Equity,CNE000000S01,27087001W,,,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,,,-0.016666666666666666,,,,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,,-0.009615384615384616,,0.007936507936507936,,,,0.002506265664160401,0.014084507042253521,-0.00029537549066477195
254,2026-04-30,600104 CH Equity,CNE000000TY6,24380401W,-0.007407407407407408,,0.0036363636363636364,0.0136986301369863,,,0.010101010101010102,,,,,,,0.012345679012345678,,0.058823529411764705,,,0.0625,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,-0.020833333333333332,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,0.003172236560581386
255,2026-04-30,600109 CH Equity,CNE000000SV4,27202001W,,,,,,-0.010638297872340425,,,,,,,,0.012345679012345678,,,,,,,,,,,,-0.019230769230769232,,,,,,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,-0.014492753623188406,-0.0007092028575017765
256,2026-04-30,600111 CH Equity,CNE000000T18,27104401W,,,0.0036363636363636364,,,,,0.02702702702702703,,,0.01639344262295082,,,,,,,,,,,,,,,,,,,,,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,0.0013716646265977382
257,2026-04-30,600115 CH Equity,CNE000000TR0,06433602W,0.014285714285714285,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,-0.011494252873563218,0.010752688172043012,0.010101010101010102,,,-0.021739130434782608,,,-0.02040816326530612,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,-0.020833333333333332,,,0.00641025641025641,,0.002506265664160401,0.014084507042253521,2.435910669029836e-06
258,2026-04-30,600118 CH Equity,CNE000000SM3,27193701W,,,,,,,,,,-0.021739130434782608,,0.013333333333333334,0.01,,,,,-0.02564102564102564,,,-0.01818181818181818,,,,,,,,,,-0.009615384615384616,,,,,0.010416666666666666,0.002506265664160401,,-0.0010242391576085605
259,2026-04-30,600126 CH Equity,CNE000000V97,25132201W,,,-0.014285714285714285,-0.0136986301369863,,,,,,-0.021739130434782608,,,,,,,,,,,,,,,,,,,,,-0.009615384615384616,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,-0.0014282216494663404
260,2026-04-30,600141 CH Equity,CNE000000ZC9,27209501W,-0.007407407407407408,,0.0036363636363636364,,,-0.010638297872340425,,,,,,-0.007352941176470588,,,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,,,,,,,-0.005376344086021506,0.002506265664160401,,-0.00014214713911938736
261,2026-04-30,600143 CH Equity,CNE000001JP3,27068101W,,-0.022727272727272728,0.0036363636363636364,,,-0.010638297872340425,,,,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,-1.669883819092194e-05
262,2026-04-30,600150 CH Equity,CNE000000W05,27122801W,,-0.022727272727272728,0.0036363636363636364,-0.0136986301369863,,-0.010638297872340425,-0.01020408163265306,,0.023255813953488372,,,-0.007352941176470588,0.01,,0.014492753623188406,,,0.01282051282051282,,,,,,,,,,,,,0.003194888178913738,0.017543859649122806,,,,-0.005376344086021506,0.002506265664160401,,0.00045928651456291153
263,2026-04-30,600153 CH Equity,CNE000000WL7,26023401W,,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,,-0.010638297872340425,-0.01020408163265306,,,0.020833333333333332,,0.013333333333333334,0.01,,,,,0.01282051282051282,,,-0.01818181818181818,,,,,,,,,,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,-0.00980392156862745,,0.000184094232704884
264,2026-04-30,600157 CH Equity,CNE000000WD4,27201501W,,,,-0.0136986301369863,,0.010752688172043012,0.010101010101010102,,,0.020833333333333332,,0.013333333333333334,0.01,0.012345679012345678,,,-0.017857142857142856,0.01282051282051282,0.0625,-0.1,,,,0.09090909090909091,0.07142857142857142,,,,,0.009009009009009009,-0.009615384615384616,,0.007936507936507936,,,,,,0.005021014548898958
265,2026-04-30,600160 CH Equity,CNE000000WQ6,27118001W,0.014285714285714285,,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,,-0.027777777777777776,,-0.021739130434782608,-0.016666666666666666,,,,,,,,,,,,,,,,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,-0.0016350716230748362
266,2026-04-30,600161 CH Equity,CNE000000WF9,25983201W,,,,,,-0.010638297872340425,-0.01020408163265306,,,,,,,,,,,,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,,,,,0.002506265664160401,,-0.0009045260600801277
267,2026-04-30,600170 CH Equity,CNE000000WR4,25135201W,-0.007407407407407408,,0.0036363636363636364,,,0.010752688172043012,0.010101010101010102,,,0.020833333333333332,,,0.01,,,,,0.01282051282051282,,,-0.01818181818181818,,,,,,,,,,,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,0.0012130224810692133
268,2026-04-30,600176 CH Equity,CNE000000YM1,25990501W,-0.007407407407407408,,0.0036363636363636364,0.0136986301369863,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,,0.013333333333333334,,,,,,,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,0.007936507936507936,,,0.010416666666666666,0.002506265664160401,,0.0023843376764057555
269,2026-04-30,600183 CH Equity,CNE000000XL5,25699301W,,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,0.01639344262295082,,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,-0.020833333333333332,,0.015151515151515152,,,0.002506265664160401,,0.0031342362478707585
270,2026-04-30,600188 CH Equity,CNE000000WV6,10889302W,,,,,,0.010752688172043012,0.010101010101010102,,,,,,,,-0.014705882352941176,,-0.017857142857142856,,,,,,,0.09090909090909091,,-0.019230769230769232,,,,,,,0.007936507936507936,,,,-0.00980392156862745,,0.001528988771503737
271,2026-04-30,600196 CH Equity,CNE000000X38,26012201W,-0.007407407407407408,,,,,,,,0.023255813953488372,,,,,0.012345679012345678,,,,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,,0.003194888178913738,,,,,,0.002506265664160401,,0.0008895232005163564
272,2026-04-30,600219 CH Equity,CNE000001139,26013801W,0.014285714285714285,0.022222222222222223,0.0036363636363636364,,,,0.010101010101010102,-0.027777777777777776,,,-0.016666666666666666,0.013333333333333334,,,,,,,,,,,,,,-0.019230769230769232,,,,,,,0.007936507936507936,,,0.010416666666666666,0.002506265664160401,,0.0005463912470065008
273,2026-04-30,600221 CH Equity,CNE0000011C5,22065502W,,,,,,,,,,-0.021739130434782608,,,0.01,,,,,,,,,,,,,,0.009615384615384616,,,,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,-0.00980392156862745,,-0.00020260173295732359
274,2026-04-30,600233 CH Equity,CNE0000012J8,27215901W,-0.007407407407407408,,0.0036363636363636364,,0.01282051282051282,,,,,,,-0.007352941176470588,-0.02040816326530612,,,,,,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,0.017543859649122806,,-0.015151515151515152,0.00641025641025641,,-0.00980392156862745,-0.014492753623188406,-0.001317509132622621
275,2026-04-30,600256 CH Equity,CNE0000012G4,25133801W,,,,,,,,,,,,,,,,,-0.017857142857142856,,,,,,,0.09090909090909091,,-0.019230769230769232,-0.009708737864077669,0.07692307692307693,,-0.009345794392523364,,,0.007936507936507936,,,,-0.00980392156862745,,0.002890060398084624
276,2026-04-30,600276 CH Equity,CNE0000014W7,27108501W,,,,,-0.011494252873563218,,,,,,,,,-0.025,,,,,,,,,,,,,,,,,0.003194888178913738,,,,,,0.002506265664160401,,-0.0008103446026529656
277,2026-04-30,600282 CH Equity,CNE0000014Q9,26008401W,,0.022222222222222223,-0.014285714285714285,-0.0136986301369863,0.01282051282051282,,,,,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,-0.014492753623188406,0.0005700075031281306
278,2026-04-30,600298 CH Equity,CNE0000014G0,27220501W,0.014285714285714285,,,,,,0.010101010101010102,0.02702702702702703,,,0.01639344262295082,-0.007352941176470588,-0.02040816326530612,,-0.014705882352941176,-0.058823529411764705,,0.01282051282051282,,,,,,,,0.009615384615384616,,,,,,,,,,,,-0.014492753623188406,-0.0006721098666280659
279,2026-04-30,600309 CH Equity,CNE0000016J9,26026701W,-0.007407407407407408,,0.0036363636363636364,,,,,,,0.020833333333333332,,,,,,,,,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,0.007936507936507936,-0.015151515151515152,,-0.005376344086021506,-0.00980392156862745,,-0.0005623384603535282
280,2026-04-30,600329 CH Equity,CNE000001808,24772902W,,,,-0.0136986301369863,,,,,0.023255813953488372,,,,0.01,0.012345679012345678,,,,,,,,,,,,,,,,,0.003194888178913738,,,,,,0.002506265664160401,0.014084507042253521,0.0013602241258474789
281,2026-04-30,600332 CH Equity,CNE000001733,22497602W,0.014285714285714285,,,-0.0136986301369863,-0.011494252873563218,,-0.01020408163265306,,,,,,0.01,,,,,,,,,,,,,0.009615384615384616,,,,0.009009009009009009,0.003194888178913738,,,,-0.012987012987012988,,0.002506265664160401,-0.014492753623188406,-0.0003754070417650889
282,2026-04-30,600346 CH Equity,CNE0000018V0,27231201W,,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,-0.011494252873563218,,,,,0.020833333333333332,,,,,,,,,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,0.007936507936507936,,,,-0.00980392156862745,,0.00039183312292544897
283,2026-04-30,600348 CH Equity,CNE000001FP1,26016901W,,,,,,-0.010638297872340425,,,,,,,,,,,0.06666666666666667,,,-0.1,,-0.02857142857142857,,,,,,-0.14285714285714285,,,,,0.007936507936507936,,,,0.002506265664160401,,-0.005393615830174833
284,2026-04-30,600352 CH Equity,CNE000001FJ4,26027601W,,0.022222222222222223,0.0036363636363636364,0.0136986301369863,,,0.010101010101010102,,,,,,,,,,,,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,0.007936507936507936,,,0.010416666666666666,0.002506265664160401,0.014084507042253521,0.0025634850825379495
285,2026-04-30,600362 CH Equity,CNE0000019P0,20302402W,,-0.022727272727272728,0.0036363636363636364,,,0.010752688172043012,,0.02702702702702703,,,0.01639344262295082,,,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,0.007936507936507936,-0.015151515151515152,,0.010416666666666666,0.002506265664160401,,0.0016476170329909647
286,2026-04-30,600369 CH Equity,CNE0000016P6,27217701W,,,,,,,,,-0.024390243902439025,,,,,0.012345679012345678,,,,,,,,,,,,-0.019230769230769232,,,,,,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,-0.014492753623188406,-0.0010710961255496426
287,2026-04-30,600372 CH Equity,CNE0000018C0,27223101W,,,-0.014285714285714285,-0.0136986301369863,,,,,,,,,,,0.014492753623188406,,,,,,,,,,,,,,,,0.003194888178913738,,,,-0.012987012987012988,,0.002506265664160401,-0.014492753623188406,-0.0009281631272772773
288,2026-04-30,600380 CH Equity,CNE000001816,25136501W,,,,-0.0136986301369863,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,,,0.00641025641025641,,0.002506265664160401,,-0.0002229554991014205
289,2026-04-30,600390 CH Equity,CNE0000016N1,27221901W,,,,,,,,,-0.024390243902439025,,,,-0.02040816326530612,,,,-0.017857142857142856,0.01282051282051282,,,,,,,,,,,,,-0.009615384615384616,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,0.014084507042253521,-0.0010605126278494031
290,2026-04-30,600392 CH Equity,CNE000001DZ5,27073301W,,,0.0036363636363636364,,,-0.010638297872340425,,-0.027777777777777776,,,-0.016666666666666666,,,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,,0.007936507936507936,,,,0.002506265664160401,,-0.0008419629415772154
291,2026-04-30,600398 CH Equity,CNE0000016H3,25988901W,-0.007407407407407408,,0.0036363636363636364,,,,,,,,,,,0.012345679012345678,,0.058823529411764705,,,,,-0.01818181818181818,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,0.0009709704061499786
292,2026-04-30,600406 CH Equity,CNE000001G38,27051001W,-0.007407407407407408,,-0.014285714285714285,-0.0136986301369863,-0.011494252873563218,,,,,-0.021739130434782608,,0.013333333333333334,0.01,,,,,,,,,,,,,,,,,,0.003194888178913738,,,-0.015151515151515152,0.00641025641025641,,0.002506265664160401,,-0.0012718921110918763
293,2026-04-30,600415 CH Equity,CNE000001BC8,27071401W,,,0.0036363636363636364,,,,0.010101010101010102,,,,-0.016666666666666666,,,,-0.014705882352941176,,,,,,0.01818181818181818,,,,,,,,,,0.003194888178913738,-0.020833333333333332,,,0.00641025641025641,,0.002506265664160401,,-0.00021513892326389993
294,2026-04-30,600418 CH Equity,CNE0000018M9,26003201W,,,0.0036363636363636364,0.0136986301369863,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,-0.016666666666666666,,,,0.014492753623188406,0.058823529411764705,,,-0.06666666666666667,,-0.01818181818181818,,,,,,,,,,,0.017543859649122806,,,-0.012987012987012988,,0.002506265664160401,,0.0007861432817538426
295,2026-04-30,600426 CH Equity,CNE000001BM7,27073701W,-0.007407407407407408,,-0.014285714285714285,,,,,,,,,,,,,,,,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,,,,,0.002506265664160401,,-0.0009269140093968326
296,2026-04-30,600436 CH Equity,CNE000001F21,27072001W,,,,,,,,,,,,,,-0.025,,,,,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,,,-0.012987012987012988,,0.002506265664160401,,-0.0005965913549528072
297,2026-04-30,600438 CH Equity,CNE000001GS3,27037701W,,,0.0036363636363636364,,,-0.010638297872340425,-0.01020408163265306,,,,,,,,-0.014705882352941176,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,,,,,0.003194888178913738,,,,,,0.002506265664160401,,-0.0019201047722765766
298,2026-04-30,600460 CH Equity,CNE000001DN1,27069001W,,,0.0036363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,0.00027293232665146194
