style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Valuation,Valuation,Valuation,Volatility,Volatility,Volatility,MP
factor_weight,,,,,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.9999998658895493
factor,,,,,6MChgTgtPrcGapEMA,EBITEstDisp,EPSEstDispFY1C,EPSEstDispFY2C,EPSNumRevFY1C,Rev3MFY1C,Rev3MFY2C,AdjIntCov,DebtChg1Y,FinLev,IntCovRatio,ShareChg,CapExToSales,DepToCapex,EPSToOCFChg,InvToAsset,InvToAst,InvToAstChg1Y,SalesToEPSChg,3YAvgAnnSalesGrw,DIVIDENDGROWTH,DivperShareGrowth,TTMOverheadtoSales,50DVolSig,Alpha12M6MPChg,Alpha36M6MPChg,Alpha60M,Chg1YTurnover,IO_TO,PM1M,STO,STO_6M,DivToCF,InvPEGYC,OCFEV,90DCV,Beta60M,YoYChgDA,AGG
456,2026-04-30,601958 CH Equity,CNE1000009Y1,28865301W,-0.007407407407407408,,0.0036363636363636364,,,,,-0.027777777777777776,,-0.021739130434782608,-0.016666666666666666,,,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,,0.010416666666666666,0.002506265664160401,,-0.0009266420998364461
457,2026-04-30,601985 CH Equity,CNE1000022N7,31983201W,-0.007407407407407408,,,,,,-0.01020408163265306,,,,,-0.007352941176470588,-0.02040816326530612,-0.025,,,-0.017857142857142856,,0.0625,,,,,,0.07142857142857142,,-0.009708737864077669,,-0.14285714285714285,-0.009345794392523364,0.003194888178913738,,0.007936507936507936,,-0.012987012987012988,,,,-0.0031070642384613116
458,2026-04-30,601988 CH Equity,CNE000001N05,26746102W,-0.007407407407407408,,,,,-0.010638297872340425,,,,,,,,-0.025,,,-0.017857142857142856,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,-0.015151515151515152,,,-0.00980392156862745,,-0.002423750841247954
459,2026-04-30,601990 CH Equity,CNE1000031R9,32741601W,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,-0.014492753623188406,-0.0006700579406749806
460,2026-04-30,601991 CH Equity,CNE000001Q02,21350202W,,,,0.0136986301369863,0.01282051282051282,0.010752688172043012,0.010101010101010102,0.02702702702702703,,,,,,,,,-0.017857142857142856,-0.02564102564102564,-0.06666666666666667,,,,,,0.07142857142857142,,,,,,-0.009615384615384616,,,,0.00641025641025641,,,,0.0008541703148201693
461,2026-04-30,601995 CH Equity,CNE1000048J0,32067606W,-0.007407407407407408,-0.022727272727272728,,0.0136986301369863,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,0.007936507936507936,-0.015151515151515152,,-0.005376344086021506,0.002506265664160401,,-0.000795035095326733
462,2026-04-30,601998 CH Equity,CNE1000000R4,28445801W,-0.007407407407407408,,,-0.0136986301369863,,,,,,,,,-0.02040816326530612,-0.025,,,-0.017857142857142856,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,0.015151515151515152,,,-0.00980392156862745,,-0.0022438946871296437
463,2026-04-30,603019 CH Equity,CNE100001TW7,31862501W,,,0.0036363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003194888178913738,,,,,-0.005376344086021506,0.002506265664160401,,0.00010424139111004002
464,2026-04-30,603119 CH Equity,CNE100006M74,35806301W,0.014285714285714285,,-0.014285714285714285,,,,,,,,,-0.007352941176470588,-0.02040816326530612,,,,,-0.02564102564102564,,,0.01818181818181818,,,,,,,,,0.009009009009009009,,,,,,,,-0.014492753623188406,-0.0010711592383243211
465,2026-04-30,603160 CH Equity,CNE100002G84,32266101W,,,0.0036363636363636364,,,,-0.01020408163265306,,,,,-0.007352941176470588,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,0.003194888178913738,0.017543859649122806,,,0.00641025641025641,-0.005376344086021506,-0.00980392156862745,,0.0011789821093632813
466,2026-04-30,603179 CH Equity,CNE100002YB9,32373801W,-0.007407407407407408,,0.0036363636363636364,,-0.011494252873563218,,-0.01020408163265306,,,,,,,-0.025,-0.014705882352941176,,,,0.0625,,,,,,,,,,,0.009009009009009009,-0.009615384615384616,0.017543859649122806,,,,0.010416666666666666,0.002506265664160401,,0.0007153987394094617
467,2026-04-30,603195 CH Equity,CNE100003RL0,33688901W,-0.007407407407407408,,0.0036363636363636364,,,,,,,-0.021739130434782608,,,0.01,,-0.014705882352941176,,,0.01282051282051282,,,0.01818181818181818,,,,,,,,,,0.003194888178913738,-0.020833333333333332,,,0.00641025641025641,-0.005376344086021506,-0.00980392156862745,-0.014492753623188406,-0.0010556560052264548
468,2026-04-30,603228 CH Equity,CNE100002FZ7,32325201W,,,0.0036363636363636364,,,,,,,,-0.016666666666666666,,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,0.003194888178913738,0.017543859649122806,,,0.00641025641025641,,0.002506265664160401,,0.0016678475033083233
469,2026-04-30,603259 CH Equity,CNE1000031K4,32714001W,,,,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,-0.024390243902439025,,,,,,,,,,,,,,,,,,,,,,,-0.020833333333333332,,,0.00641025641025641,,0.002506265664160401,-0.014492753623188406,-0.0004506735630067473
470,2026-04-30,603260 CH Equity,CNE100002V10,32572201W,,-0.022727272727272728,0.0036363636363636364,,,,-0.01020408163265306,,,-0.021739130434782608,,,,,,,,,,,,,,,,,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,0.014084507042253521,-0.0007549550677665871
471,2026-04-30,603288 CH Equity,CNE100001SL2,31713601W,-0.007407407407407408,,,-0.0136986301369863,0.01282051282051282,,,,,,,-0.007352941176470588,,,,,,0.01282051282051282,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,0.007936507936507936,-0.015151515151515152,-0.012987012987012988,,,,-0.0010231476880363985
472,2026-04-30,603290 CH Equity,CNE100003RN6,33688801W,,,0.0036363636363636364,,0.01282051282051282,,,,,,-0.016666666666666666,,,,,,,,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,-0.0004137932202427325
473,2026-04-30,603296 CH Equity,CNE100006M82,35777801W,,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,,,,,-0.014705882352941176,,,,,,,,,,,,,,,,0.003194888178913738,-0.020833333333333332,,0.015151515151515152,-0.012987012987012988,-0.005376344086021506,,,4.6168554362246614e-05
474,2026-04-30,603298 CH Equity,CNE100002FY0,32317601W,,0.022222222222222223,-0.014285714285714285,-0.0136986301369863,0.01282051282051282,,,,-0.024390243902439025,,,,0.01,,,,,0.01282051282051282,,,,,,,,,,,,,0.003194888178913738,,,0.015151515151515152,,-0.005376344086021506,0.002506265664160401,-0.014492753623188406,0.00017032184093404828
475,2026-04-30,603338 CH Equity,CNE1000023M7,31944801W,0.014285714285714285,-0.022727272727272728,0.0036363636363636364,,,,-0.01020408163265306,,0.023255813953488372,-0.021739130434782608,,,,,0.014492753623188406,,,-0.02564102564102564,,,,,,,,,,,,,0.003194888178913738,,,,,-0.005376344086021506,0.002506265664160401,,-0.0006398961031286732
476,2026-04-30,603345 CH Equity,CNE100002YQ7,32356401W,-0.007407407407407408,,,,0.01282051282051282,,0.010101010101010102,,,,,-0.007352941176470588,,,,,,0.01282051282051282,,,,,,,,,,,,,-0.009615384615384616,,0.007936507936507936,-0.015151515151515152,0.00641025641025641,,,,0.0002779355347791542
477,2026-04-30,603369 CH Equity,CNE100001TH8,31795301W,,,,,,,,,,,,,-0.02040816326530612,-0.025,0.014492753623188406,-0.058823529411764705,,,,,,,-0.2,,,-0.019230769230769232,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,,,,-0.014492753623188406,-0.007937977359237628
478,2026-04-30,603392 CH Equity,CNE100004090,33814901W,0.014285714285714285,,,-0.0136986301369863,,,,,,,,,-0.02040816326530612,-0.025,,,,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,,0.003194888178913738,-0.020833333333333332,,,-0.012987012987012988,,0.002506265664160401,,-0.0019219372381045006
479,2026-04-30,603486 CH Equity,CNE1000031N8,32732601W,0.014285714285714285,,0.0036363636363636364,,,,,,,,,,,,,,,,-0.06666666666666667,,,,,,,,,,,,0.003194888178913738,0.017543859649122806,,,0.00641025641025641,0.010416666666666666,0.002506265664160401,,-0.00022822765822040603
480,2026-04-30,603501 CH Equity,CNE100002XM8,32414701W,,,0.0036363636363636364,,,-0.010638297872340425,,,,,,0.013333333333333334,,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,0.017543859649122806,,0.015151515151515152,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,0.0016943743435481671
481,2026-04-30,603516 CH Equity,CNE100002SP1,32649601W,,,,,,,,,,,,-0.007352941176470588,,,-0.014705882352941176,,,,,,,,,,,,-0.009708737864077669,,,,0.003194888178913738,,,,-0.012987012987012988,0.010416666666666666,0.002506265664160401,,-0.0007535986850072012
482,2026-04-30,603568 CH Equity,CNE1000023N5,31977701W,-0.007407407407407408,,0.0036363636363636364,,,,,,,,,0.013333333333333334,-0.02040816326530612,,,,,,,,0.01818181818181818,,,,,,,,,,0.003194888178913738,0.017543859649122806,,,0.00641025641025641,,0.002506265664160401,,0.0009734528794828037
483,2026-04-30,603596 CH Equity,CNE1000030Y7,32709701W,-0.007407407407407408,,0.0036363636363636364,,,-0.010638297872340425,,-0.027777777777777776,,,-0.016666666666666666,,,-0.025,0.014492753623188406,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,,,,,,,0.002506265664160401,,-0.001269220176523398
484,2026-04-30,603605 CH Equity,CNE100002TP9,32595101W,,,,,,,,-0.027777777777777776,,,-0.016666666666666666,0.013333333333333334,0.01,-0.025,-0.014705882352941176,0.058823529411764705,,0.01282051282051282,,,,-0.02857142857142857,-0.2,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,0.015151515151515152,0.00641025641025641,,,,-0.00433547157179787
485,2026-04-30,603606 CH Equity,CNE100001T23,31851701W,,0.022222222222222223,0.0036363636363636364,,,-0.010638297872340425,,,,-0.021739130434782608,,,,,-0.014705882352941176,,,0.01282051282051282,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,,,,0.015151515151515152,,-0.005376344086021506,-0.00980392156862745,,-0.0007233550277457912
486,2026-04-30,603659 CH Equity,CNE100002TX3,32579001W,-0.007407407407407408,,0.0036363636363636364,-0.0136986301369863,0.01282051282051282,,,0.02702702702702703,,,0.01639344262295082,,,,,,,,,,,,,,,-0.019230769230769232,-0.009708737864077669,,,-0.009345794392523364,-0.009615384615384616,,-0.023809523809523808,,,-0.005376344086021506,0.002506265664160401,,-0.0009423414465610731
487,2026-04-30,603799 CH Equity,CNE100001VW3,31912901W,0.014285714285714285,0.022222222222222223,0.0036363636363636364,0.0136986301369863,,0.010752688172043012,0.010101010101010102,,0.023255813953488372,,,-0.007352941176470588,-0.02040816326530612,,-0.014705882352941176,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,,0.017543859649122806,,0.015151515151515152,0.00641025641025641,,0.002506265664160401,0.014084507042253521,0.003415953574906232
488,2026-04-30,603806 CH Equity,CNE100001VX1,31833601W,,,0.0036363636363636364,,0.01282051282051282,,-0.01020408163265306,,,,-0.016666666666666666,,,,,,,,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,-0.015151515151515152,0.00641025641025641,,0.002506265664160401,,-0.0008554869641446872
489,2026-04-30,603816 CH Equity,CNE100002GF7,32265001W,-0.007407407407407408,,0.0036363636363636364,-0.0136986301369863,0.01282051282051282,,,0.02702702702702703,,,0.01639344262295082,,,,,,,,0.0625,,,,,,,,,,,,0.003194888178913738,-0.020833333333333332,,,0.00641025641025641,,0.002506265664160401,,0.0024355098176478424
490,2026-04-30,603885 CH Equity,CNE100001ZY0,31970801W,,0.022222222222222223,0.0036363636363636364,0.0136986301369863,,,,,,0.020833333333333332,,0.013333333333333334,,,,,,,,,-0.01818181818181818,,,,,,0.009615384615384616,,,,0.003194888178913738,,,,0.00641025641025641,,-0.00980392156862745,,0.0017094385106502935
491,2026-04-30,603893 CH Equity,CNE100003RK2,33774001W,,,0.0036363636363636364,,,,,,,,,0.013333333333333334,,,,,,,,,,,,,,,,,,,0.003194888178913738,,,,,-0.005376344086021506,0.002506265664160401,,0.00045511853703619765
492,2026-04-30,603939 CH Equity,CNE100001TS5,31925501W,-0.007407407407407408,,,,,,,0.02702702702702703,,,0.01639344262295082,,0.01,0.012345679012345678,,,,,,,,0.02857142857142857,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,,,,,0.00641025641025641,,,,0.0022079280879828
493,2026-04-30,603979 CH Equity,CNE1000022P2,31999701W,0.014285714285714285,,0.0036363636363636364,,,,,,,,,-0.007352941176470588,,,,,,,,,,,,,,,,,,0.009009009009009009,0.003194888178913738,,-0.023809523809523808,0.015151515151515152,,-0.005376344086021506,0.002506265664160401,,0.00029591961435777435
494,2026-04-30,603986 CH Equity,CNE1000030S9,32212201W,,,-0.014285714285714285,,-0.011494252873563218,0.010752688172043012,0.010101010101010102,,,,,-0.007352941176470588,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,-0.009615384615384616,0.017543859649122806,,-0.015151515151515152,,0.010416666666666666,0.002506265664160401,,0.0010572085135752147
495,2026-04-30,603993 CH Equity,CNE100001NR0,28453202W,0.014285714285714285,,0.0036363636363636364,,,0.010752688172043012,0.010101010101010102,0.02702702702702703,,,,,,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,0.007936507936507936,0.015151515151515152,,,0.002506265664160401,0.014084507042253521,0.003350022730197998
496,2026-04-30,605117 CH Equity,CNE1000052S3,34754501W,-0.007407407407407408,,0.0036363636363636364,,,,,,,,,,,,,,,0.01282051282051282,,,0.01818181818181818,,,,,,,,,-0.009345794392523364,,0.017543859649122806,,,,0.010416666666666666,-0.00980392156862745,-0.014492753623188406,0.0005670879229669803
497,2026-04-30,605499 CH Equity,CNE100005576,34875601W,0.014285714285714285,,,,,,,,,,-0.016666666666666666,,-0.02040816326530612,-0.025,,,,,,,,0.02857142857142857,,,,,,,,0.009009009009009009,0.003194888178913738,,0.007936507936507936,0.015151515151515152,,,,,0.0004230060801419275
498,2026-04-30,688002 CH Equity,CNE100003MX6,33290501W,,,0.0036363636363636364,,,0.010752688172043012,0.010101010101010102,,,,0.01639344262295082,-0.007352941176470588,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,0.003194888178913738,,,,,,0.002506265664160401,,0.0022627619058088314
499,2026-04-30,688008 CH Equity,CNE100003MN7,34655901W,,,0.0036363636363636364,,,,,,,,,0.013333333333333334,,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,,,,,,,0.002506265664160401,,0.0010026408196998696
500,2026-04-30,688009 CH Equity,CNE100003MP2,32016904W,,,0.0036363636363636364,,0.01282051282051282,,,,,,,,,,-0.014705882352941176,,,,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,,-0.012987012987012988,-0.005376344086021506,-0.00980392156862745,,-0.001112524288046582
501,2026-04-30,688012 CH Equity,CNE100003MM9,33303201W,,,0.0036363636363636364,,,,,,,,,0.013333333333333334,,,0.014492753623188406,,,,,,,,,,,,,,,,0.003194888178913738,,,-0.015151515151515152,,,0.002506265664160401,,0.0005792654297998197
502,2026-04-30,688019 CH Equity,CNE100003ML1,33304501W,,,-0.014285714285714285,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,-0.016666666666666666,-0.007352941176470588,,,0.014492753623188406,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,-0.009345794392523364,0.003194888178913738,0.017543859649122806,,,,,-0.00980392156862745,,0.0015316819316389782
503,2026-04-30,688036 CH Equity,CNE100003P74,33374501W,,,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,,,,-0.007352941176470588,,,,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,0.017543859649122806,,0.015151515151515152,0.00641025641025641,,0.002506265664160401,,-0.0015014262163941564
504,2026-04-30,688037 CH Equity,CNE100005X23,33665101W,,,,,,,,,,,,-0.007352941176470588,,,0.014492753623188406,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,0.017543859649122806,,,-0.012987012987012988,0.010416666666666666,0.002506265664160401,,0.0012220754477637855
505,2026-04-30,688041 CH Equity,CNE100005PT2,35397101W,,,0.0036363636363636364,,-0.011494252873563218,,,,,,,,,,-0.014705882352941176,,,,,,,,,,,,,,,,0.003194888178913738,,,,,,-0.00980392156862745,,-0.0007677052912493802
506,2026-04-30,688047 CH Equity,CNE100005QH5,35346801W,,,-0.014285714285714285,,,,,,,,,-0.007352941176470588,,,,,,,,,,,,,,,,,,,0.003194888178913738,,,,-0.012987012987012988,,0.002506265664160401,,-0.0007611713349222113
507,2026-04-30,688065 CH Equity,CNE100004447,18769301W,-0.007407407407407408,,-0.014285714285714285,-0.0136986301369863,,,,,,-0.021739130434782608,,-0.007352941176470588,,,,,,,,,,,,,,,,,,,0.003194888178913738,,-0.023809523809523808,,,-0.005376344086021506,0.002506265664160401,0.014084507042253521,-0.001944316330077848
508,2026-04-30,688072 CH Equity,CNE100005998,35309601W,,,-0.014285714285714285,,,0.010752688172043012,,,,,0.01639344262295082,-0.007352941176470588,,,0.014492753623188406,,,,,,,,,,,,,,,-0.009345794392523364,0.003194888178913738,0.017543859649122806,,,0.00641025641025641,,-0.00980392156862745,,0.0007368293020555691
509,2026-04-30,688082 CH Equity,CNE100004ZD8,35106701W,,,-0.014285714285714285,,-0.011494252873563218,-0.010638297872340425,,,,,,-0.007352941176470588,,,0.014492753623188406,,,,,,,,,,,,,,,,0.003194888178913738,0.017543859649122806,,,,,0.002506265664160401,,-0.00015877469167252452
510,2026-04-30,688099 CH Equity,CNE100003LZ3,33319901W,,,0.0036363636363636364,,,,,,,,,,,,-0.014705882352941176,,,,,,,,,,,,,,,,,,,,-0.012987012987012988,-0.005376344086021506,0.002506265664160401,,-0.0007085949082713634
511,2026-04-30,688110 CH Equity,CNE1000055X6,35143501W,,,-0.014285714285714285,,,,,,,,,0.013333333333333334,,,,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,,,,,-0.009615384615384616,,,,-0.012987012987012988,,0.002506265664160401,,-0.001784256593445799
512,2026-04-30,688111 CH Equity,CNE100003PM2,33547701W,,,0.0036363636363636364,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,-0.015151515151515152,,,0.002506265664160401,,0.0006744975088277984
513,2026-04-30,688120 CH Equity,CNE100005QL7,35344301W,,,-0.014285714285714285,,,,,,,,-0.016666666666666666,-0.007352941176470588,,,0.014492753623188406,,,,,,,,,,,,,,,,0.003194888178913738,,,,,,-0.00980392156862745,,-0.0008005683635663712
514,2026-04-30,688122 CH Equity,CNE100003MF3,33282901W,-0.007407407407407408,,-0.014285714285714285,,,-0.010638297872340425,,0.02702702702702703,,,0.01639344262295082,,,,,,,,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,0.007936507936507936,,,,0.002506265664160401,,0.00014463004990171647
515,2026-04-30,688126 CH Equity,CNE1000040F5,33825701W,,,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,,,,,0.01639344262295082,,,,,,,,,,,,,,,,0.009615384615384616,,,,0.003194888178913738,0.017543859649122806,,,-0.012987012987012988,-0.005376344086021506,0.002506265664160401,,0.0003261656548882417
516,2026-04-30,688169 CH Equity,CNE100003R80,33730101W,,,0.0036363636363636364,,-0.011494252873563218,,,,,,,,,,-0.014705882352941176,-0.058823529411764705,,,0.0625,,0.01818181818181818,,,,,,,,,,0.003194888178913738,,,,-0.012987012987012988,,0.002506265664160401,,-0.00021029844453430697
517,2026-04-30,688180 CH Equity,CNE1000041Z1,33015805W,-0.007407407407407408,,,0.0136986301369863,-0.011494252873563218,-0.010638297872340425,,,-0.024390243902439025,,,,-0.02040816326530612,,,,,,,,,,,,,0.009615384615384616,,,,-0.009345794392523364,-0.009615384615384616,,,,-0.012987012987012988,,0.002506265664160401,-0.014492753623188406,-0.00249892152072726
518,2026-04-30,688183 CH Equity,CNE100005428,34709601W,,,0.0036363636363636364,,,0.010752688172043012,0.010101010101010102,,,,0.01639344262295082,-0.007352941176470588,,,0.014492753623188406,,,,,,0.01818181818181818,0.02857142857142857,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,,,-0.005376344086021506,0.002506265664160401,,0.00200123239563441
519,2026-04-30,688187 CH Equity,CNE100004QK2,28208205W,,,0.0036363636363636364,,,,-0.01020408163265306,,,-0.021739130434782608,,0.013333333333333334,-0.02040816326530612,,,,,,,,0.01818181818181818,,,,,,,,,,0.003194888178913738,,,0.015151515151515152,0.00641025641025641,,-0.00980392156862745,,-5.913478178437494e-05
520,2026-04-30,688188 CH Equity,CNE100003LY6,33321201W,,,0.0036363636363636364,,,,,,,,-0.016666666666666666,-0.007352941176470588,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,0.003194888178913738,,,,0.00641025641025641,,0.002506265664160401,,0.001012668622080107
521,2026-04-30,688213 CH Equity,CNE100005QT0,35343101W,,,0.0036363636363636364,,0.01282051282051282,,,,,,0.01639344262295082,-0.007352941176470588,,,-0.014705882352941176,,,,,,,,,,,,,,,,0.003194888178913738,,,,-0.012987012987012988,-0.005376344086021506,0.002506265664160401,,-4.9229142859562964e-05
522,2026-04-30,688220 CH Equity,CNE100005RF7,35190301W,,,0.0036363636363636364,,,,,,,,0.01639344262295082,0.013333333333333334,,,0.014492753623188406,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,,,,0.009009009009009009,0.003194888178913738,,,,-0.012987012987012988,,-0.00980392156862745,,-0.00024958920087295557
523,2026-04-30,688223 CH Equity,CNE100005R96,35201601W,,,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,,,,,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,,,,-0.015151515151515152,0.00641025641025641,,-0.00980392156862745,,-1.2952690337448414e-05
524,2026-04-30,688234 CH Equity,CNE100005RH3,35188401W,,,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,,,,,,0.013333333333333334,,,0.014492753623188406,,,,,,0.01818181818181818,,,,,,,,,,0.003194888178913738,,,,,,0.002506265664160401,,0.0008740228267810746
525,2026-04-30,688235 CH Equity,CNE100005XT6,02637605W,0.014285714285714285,,,,-0.011494252873563218,0.010752688172043012,0.010101010101010102,,-0.024390243902439025,,,,0.01,,,,,,,,,,,,,,,,,,-0.009615384615384616,,,,0.00641025641025641,,0.002506265664160401,0.014084507042253521,0.0005958041380977664
526,2026-04-30,688249 CH Equity,CNE1000060L1,35660501W,,,0.0036363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009009009009009009,0.003194888178913738,,,,0.00641025641025641,,,,0.0005855398486977868
527,2026-04-30,688271 CH Equity,CNE100005PN5,35426501W,,,,,,0.010752688172043012,,,,,,,-0.02040816326530612,-0.025,,,,,,,,,,,,0.009615384615384616,,,,0.009009009009009009,0.003194888178913738,,,,,,0.002506265664160401,-0.014492753623188406,-0.0006532283663158628
528,2026-04-30,688303 CH Equity,CNE100004P24,34971101W,,,0.0036363636363636364,,0.01282051282051282,-0.010638297872340425,-0.01020408163265306,,,,,,,,0.014492753623188406,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,,,,,0.003194888178913738,,,,-0.012987012987012988,,0.002506265664160401,,-0.001156101300799824
529,2026-04-30,688331 CH Equity,CNE100005B03,34408204W,-0.007407407407407408,,,0.0136986301369863,0.01282051282051282,0.010752688172043012,0.010101010101010102,,-0.024390243902439025,,,,,0.012345679012345678,,,,,,,,,,,,0.009615384615384616,,,,-0.009345794392523364,-0.009615384615384616,0.017543859649122806,,,-0.012987012987012988,,0.002506265664160401,-0.014492753623188406,0.0002933008354971277
530,2026-04-30,688347 CH Equity,CNE100006M90,31849305W,,,0.0036363636363636364,,-0.011494252873563218,,,,,,-0.016666666666666666,-0.007352941176470588,,,,,,,,,,,,,,,,,,,0.003194888178913738,,,,,,,,-0.0007548053961785655
531,2026-04-30,688361 CH Equity,CNE100005ZD5,35673901W,,,-0.014285714285714285,,,,,,,,,-0.007352941176470588,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,0.003194888178913738,0.017543859649122806,,,-0.012987012987012988,0.010416666666666666,,,0.001139025973527643
532,2026-04-30,688375 CH Equity,CNE100005Q55,35398201W,,,0.0036363636363636364,,,,-0.01020408163265306,,,,-0.016666666666666666,,,,0.014492753623188406,,,,,,,,,,,,,,,,0.003194888178913738,,,,-0.012987012987012988,0.010416666666666666,0.002506265664160401,,-0.00014765323064657354
533,2026-04-30,688385 CH Equity,CNE100004PL2,24796905W,,,,,,,,,,,0.01639344262295082,,,,,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,,,,0.009009009009009009,0.003194888178913738,0.017543859649122806,,,,,-0.00980392156862745,,-0.0002741044069733567
534,2026-04-30,688387 CH Equity,CNE100005P31,35460701W,,,0.0036363636363636364,,-0.011494252873563218,,,,,,0.01639344262295082,,,,0.014492753623188406,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,,,,,0.003194888178913738,,,,,0.010416666666666666,0.002506265664160401,,-0.00020018732143084516
535,2026-04-30,688396 CH Equity,CNE100003S06,33738301W,,,0.0036363636363636364,,-0.011494252873563218,0.010752688172043012,0.010101010101010102,,,,,,,,,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,0.00641025641025641,,0.002506265664160401,,-7.951666932727304e-05
536,2026-04-30,688469 CH Equity,CNE1000060N7,35665701W,,,-0.014285714285714285,,0.01282051282051282,0.010752688172043012,,,,,,0.013333333333333334,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,0.00641025641025641,-0.005376344086021506,,,0.001084173328641338
